-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,m,g,y,-,-,-,b,r,c,-,-,-,m,g,y,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
g,y,b,r,c,m,g,y,b,r,c,m,g,y,b,r,c,m,g,y,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
b,r,c,m,g,y,b,r,c,m,g,y,b,r,c,m,g,y,b,r,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,b,r,c,-,-,-,m,g,y,-,-,-,b,r,c,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e
